Time,Wavelength,Power
2024-06-13T15:24:41.776,1536.21423,-33.58525889,
2024-06-13T15:24:42.017,1536.21419,-33.61510743,
2024-06-13T15:24:42.248,1536.21392,-33.56547324,
2024-06-13T15:24:42.508,1536.21425,-33.6552273,
2024-06-13T15:24:42.732,1536.21393,-33.7161107,
2024-06-13T15:24:42.983,1536.21425,-33.7161107,
2024-06-13T15:24:43.223,1536.21439,-33.7675071,
2024-06-13T15:24:43.493,1536.21421,-33.75717904,
2024-06-13T15:24:43.717,1536.21489,-33.75717904,
2024-06-13T15:24:46.081,1536.60968,-33.64516253,
2024-06-13T15:24:46.321,1536.61042,-33.5753548,
2024-06-13T15:24:46.562,1536.60989,-33.67542708,
2024-06-13T15:24:46.829,1536.60825,-33.66531544,
2024-06-13T15:24:47.056,1536.60809,-33.66531544,
2024-06-13T15:24:47.289,1536.60777,-33.73659633,
2024-06-13T15:24:47.541,1536.60779,-33.68556231,
2024-06-13T15:24:47.787,1536.60792,-33.74687549,
2024-06-13T15:24:48.030,1536.60801,-33.72634143,
2024-06-13T15:24:48.260,1536.60808,-33.7675071,
2024-06-13T15:24:48.516,1536.60792,-33.75717904,
2024-06-13T15:24:48.742,1536.60819,-33.78823718,
2024-06-13T15:24:51.767,1536.99022,-33.6251027,
2024-06-13T15:24:52.011,1536.99327,-33.69572125,
2024-06-13T15:24:52.243,1536.99552,-33.69572125,
2024-06-13T15:24:52.513,1537.005,-33.88276692,
2024-06-13T15:24:52.735,1537.00502,-33.86158178,
2024-06-13T15:24:52.969,1537.00465,-33.86158178,
2024-06-13T15:24:53.214,1537.00491,-33.90405591,
2024-06-13T15:24:53.480,1537.00465,-33.97940009,
2024-06-13T15:24:53.707,1537.00489,-33.97940009,
2024-06-13T15:24:55.680,1537.39665,-33.48721986,
2024-06-13T15:24:55.922,1537.396,-33.44861565,
2024-06-13T15:24:56.181,1537.39659,-33.43901798,
2024-06-13T15:24:56.406,1537.39581,-33.39134522,
2024-06-13T15:24:56.651,1537.39564,-33.44861565,
2024-06-13T15:24:56.893,1537.39572,-33.47753659,
2024-06-13T15:24:57.161,1537.39493,-33.50665141,
2024-06-13T15:24:57.387,1537.395,-33.50665141,
2024-06-13T15:24:57.624,1537.39495,-33.53596274,
2024-06-13T15:24:57.869,1537.39568,-33.53596274,
2024-06-13T15:24:58.101,1537.39588,-33.5753548,
2024-06-13T15:24:58.357,1537.39626,-33.63512104,
2024-06-13T15:24:58.590,1537.39602,-33.63512104,
2024-06-13T15:24:58.847,1537.396,-33.58525889,
2024-06-13T15:25:01.825,1537.79846,-32.37321436,
2024-06-13T15:25:02.056,1537.79084,-32.38824187,
2024-06-13T15:25:02.298,1537.79139,-32.41845378,
2024-06-13T15:25:02.550,1537.79131,-32.47183569,
2024-06-13T15:25:02.779,1537.79068,-32.45651664,
2024-06-13T15:25:03.031,1537.7896,-32.45651664,
2024-06-13T15:25:03.260,1537.78966,-32.51811973,
2024-06-13T15:25:03.532,1537.78953,-32.54144805,
2024-06-13T15:25:03.755,1537.7899,-32.55707017,
2024-06-13T15:25:06.342,1538.17735,-32.73272791,
2024-06-13T15:25:06.580,1538.17944,-32.74905479,
2024-06-13T15:25:06.848,1538.18805,-32.78189385,
2024-06-13T15:25:07.076,1538.18814,-32.81498311,
2024-06-13T15:25:07.307,1538.18729,-32.84832642,
2024-06-13T15:25:07.557,1538.18773,-32.86509457,
2024-06-13T15:25:07.807,1538.18721,-32.90730039,
2024-06-13T15:25:08.050,1538.18707,-32.92429824,
2024-06-13T15:25:08.278,1538.18668,-32.96708622,
2024-06-13T15:25:08.534,1538.18719,-32.94136288,
2024-06-13T15:25:08.760,1538.18721,-32.89036881,
2024-06-13T15:25:11.069,1538.58044,-33.03643611,
2024-06-13T15:25:11.304,1538.58091,-33.11580178,
2024-06-13T15:25:11.568,1538.57961,-33.14258261,
2024-06-13T15:25:11.802,1538.57979,-33.21481621,
2024-06-13T15:25:12.049,1538.57946,-33.22393047,
2024-06-13T15:25:12.284,1538.57898,-33.0980392,
2024-06-13T15:25:12.542,1538.57892,-33.18758763,
2024-06-13T15:25:12.766,1538.57914,-33.22393047,
2024-06-13T15:25:13.018,1538.57946,-33.24221658,
2024-06-13T15:25:13.253,1538.57962,-33.24221658,
2024-06-13T15:25:13.522,1538.57958,-33.29754147,
2024-06-13T15:25:13.742,1538.57955,-33.36299075,
2024-06-13T15:25:17.148,1538.97629,-33.37242168,
2024-06-13T15:25:17.401,1538.97594,-33.39134522,
2024-06-13T15:25:17.636,1538.97429,-33.400838,
2024-06-13T15:25:17.885,1538.97417,-33.47753659,
2024-06-13T15:25:18.119,1538.97394,-33.47753659,
2024-06-13T15:25:18.374,1538.97359,-33.5261703,
2024-06-13T15:25:18.608,1538.97395,-33.49692477,
2024-06-13T15:25:18.865,1538.97428,-33.5261703,
2024-06-13T15:25:21.137,1539.35996,-33.25138859,
2024-06-13T15:25:21.393,1539.36611,-33.29754147,
2024-06-13T15:25:21.631,1539.36986,-33.45823458,
2024-06-13T15:25:21.883,1539.37303,-33.39134522,
2024-06-13T15:25:22.112,1539.37287,-33.60513511,
2024-06-13T15:25:22.369,1539.37281,-33.56547324,
2024-06-13T15:25:22.605,1539.37212,-33.5753548,
2024-06-13T15:25:22.858,1539.37248,-33.6251027,
2024-06-13T15:25:23.088,1539.37212,-33.85102784,
2024-06-13T15:25:23.339,1539.37221,-33.6251027,
2024-06-13T15:25:23.584,1539.37192,-33.7161107,
2024-06-13T15:25:23.827,1539.37178,-33.50665141,
2024-06-13T15:25:26.986,1539.76576,-31.88424994,
2024-06-13T15:25:27.252,1539.76696,-31.83096161,
2024-06-13T15:25:27.489,1539.76653,-31.88424994,
2024-06-13T15:25:27.731,1539.76591,-31.91789027,
2024-06-13T15:25:27.980,1539.76546,-31.9314197,
2024-06-13T15:25:28.228,1539.76544,-31.86419011,
2024-06-13T15:25:28.451,1539.76537,-31.89767482,
2024-06-13T15:25:28.690,1539.76507,-31.95860568,
2024-06-13T15:25:30.984,1540.17899,-31.87086643,
2024-06-13T15:25:31.250,1540.16255,-31.68130226,
2024-06-13T15:25:31.482,1540.16172,-31.68770306,
2024-06-13T15:25:31.726,1540.16052,-31.70053304,
2024-06-13T15:25:31.974,1540.16061,-31.72630727,
2024-06-13T15:25:32.231,1540.16021,-31.79798541,
2024-06-13T15:25:32.457,1540.16034,-31.78486472,
2024-06-13T15:25:32.701,1540.16057,-31.72630727,
2024-06-13T15:25:32.937,1540.16074,-31.66215625,
2024-06-13T15:25:33.206,1540.1608,-31.84422252,
2024-06-13T15:25:33.431,1540.16075,-31.837587,
2024-06-13T15:25:33.666,1540.16051,-31.8243463,
2024-06-13T15:25:36.256,1540.55085,-32.33587153,
2024-06-13T15:25:36.488,1540.55348,-32.35823868,
2024-06-13T15:25:36.743,1540.5571,-32.38824187,
2024-06-13T15:25:37.002,1540.55951,-32.48720896,
2024-06-13T15:25:37.251,1540.55933,-32.56490235,
2024-06-13T15:25:37.484,1540.55892,-32.54144805,
2024-06-13T15:25:37.736,1540.55901,-32.47951552,
2024-06-13T15:25:37.984,1540.55885,-32.55707017,
2024-06-13T15:25:38.238,1540.55816,-32.57274869,
2024-06-13T15:25:38.466,1540.55853,-32.57274869,
2024-06-13T15:25:38.712,1540.55878,-32.60427656,
2024-06-13T15:25:40.765,1540.95399,-32.66802735,
2024-06-13T15:25:41.001,1540.95215,-32.66000713,
2024-06-13T15:25:41.264,1540.95299,-32.7083521,
2024-06-13T15:25:41.500,1540.95308,-32.69217724,
2024-06-13T15:25:41.742,1540.95247,-32.70025714,
2024-06-13T15:25:41.992,1540.95209,-32.71646218,
2024-06-13T15:25:42.244,1540.95173,-32.7572413,
2024-06-13T15:25:42.471,1540.95189,-32.79840697,
2024-06-13T15:25:42.716,1540.95169,-32.83996656,
2024-06-13T15:25:42.949,1540.9521,-32.87350298,
2024-06-13T15:25:43.219,1540.95252,-32.95849483,
2024-06-13T15:25:43.442,1540.95252,-32.93282218,
2024-06-13T15:25:43.675,1540.95202,-32.97569464,
2024-06-13T15:25:46.764,1541.36301,-33.08034897,
2024-06-13T15:25:47.021,1541.35278,-33.0980392,
2024-06-13T15:25:47.298,1541.34966,-33.15154638,
2024-06-13T15:25:47.553,1541.34886,-33.18758763,
2024-06-13T15:25:47.781,1541.34784,-33.22393047,
2024-06-13T15:25:48.037,1541.34773,-33.30683119,
2024-06-13T15:25:48.277,1541.34773,-33.26058001,
2024-06-13T15:25:48.515,1541.34792,-33.24221658,
2024-06-13T15:25:51.403,1541.74063,-32.31361899,
2024-06-13T15:25:51.636,1541.74344,-32.31361899,
2024-06-13T15:25:51.908,1541.7473,-32.38072162,
2024-06-13T15:25:52.133,1541.74742,-32.26945307,
2024-06-13T15:25:52.373,1541.74747,-32.46416941,
2024-06-13T15:25:52.614,1541.74757,-32.34331445,
2024-06-13T15:25:52.880,1541.74718,-32.50263684,
2024-06-13T15:25:53.107,1541.74769,-32.50263684,
2024-06-13T15:25:53.344,1541.74709,-32.49491605,
2024-06-13T15:25:53.591,1541.74701,-32.51037139,
2024-06-13T15:25:53.826,1541.74651,-32.55707017,
2024-06-13T15:25:56.615,1542.14562,-30.90979146,
2024-06-13T15:25:56.891,1542.14047,-30.95825632,
2024-06-13T15:25:57.116,1542.14129,-30.91514981,
2024-06-13T15:25:57.368,1542.14327,-30.87777943,
2024-06-13T15:25:57.625,1542.14254,-30.96910013,
2024-06-13T15:25:57.895,1542.14184,-30.86186148,
2024-06-13T15:25:58.118,1542.14166,-30.94743951,
2024-06-13T15:25:58.358,1542.14134,-31.04577454,
2024-06-13T15:25:58.602,1542.14177,-30.95825632,
2024-06-13T15:26:00.916,1542.55044,-31.1577123,
2024-06-13T15:26:01.144,1542.54075,-31.16338565,
2024-06-13T15:26:01.393,1542.53891,-31.17475462,
2024-06-13T15:26:01.626,1542.53848,-31.25518182,
2024-06-13T15:26:01.895,1542.53863,-31.22628654,
2024-06-13T15:26:02.119,1542.538,-31.23782159,
2024-06-13T15:26:02.357,1542.5379,-31.16906641,
2024-06-13T15:26:02.604,1542.53815,-31.29011186,
2024-06-13T15:26:02.870,1542.5381,-31.39661993,
2024-06-13T15:26:03.096,1542.53833,-31.29596095,
2024-06-13T15:26:03.334,1542.53825,-31.35488919,
2024-06-13T15:26:03.580,1542.53849,-31.42064735,
2024-06-13T15:26:03.813,1542.53879,-31.37868621,
2024-06-13T15:26:06.383,1542.93091,-31.32532512,
2024-06-13T15:26:06.623,1542.93438,-31.3667714,
2024-06-13T15:26:06.876,1542.93803,-31.42667504,
2024-06-13T15:26:07.104,1542.93738,-31.54281982,
2024-06-13T15:26:07.348,1542.93755,-31.47520006,
2024-06-13T15:26:07.595,1542.93835,-31.42667504,
2024-06-13T15:26:07.865,1542.93874,-31.46301788,
2024-06-13T15:26:08.101,1542.93766,-31.53044675,
2024-06-13T15:26:08.337,1542.9375,-31.56767222,
2024-06-13T15:26:08.598,1542.93585,-31.51195299,
2024-06-13T15:26:08.833,1542.93608,-31.45086978,
2024-06-13T15:26:11.830,1543.33287,-31.23782159,
2024-06-13T15:26:12.073,1543.33158,-31.33712661,
2024-06-13T15:26:12.307,1543.33322,-31.41462802,
2024-06-13T15:26:12.581,1543.33262,-31.17475462,
2024-06-13T15:26:12.812,1543.33239,-31.39661993,
2024-06-13T15:26:13.050,1543.3316,-31.32532512,
2024-06-13T15:26:13.290,1543.33144,-31.43875556,
2024-06-13T15:26:13.556,1543.33194,-31.37868621,
2024-06-13T15:26:13.783,1543.33202,-31.53044675,
2024-06-13T15:26:15.769,1543.74776,-31.61150909,
2024-06-13T15:26:16.004,1543.73418,-31.52427341,
2024-06-13T15:26:16.256,1543.73136,-31.61780778,
2024-06-13T15:26:16.484,1543.73081,-31.71984936,
2024-06-13T15:26:16.736,1543.72971,-31.76525771,
2024-06-13T15:26:16.967,1543.73063,-31.79798541,
