Time,Wavelength,Power
2024-06-19T13:53:56.692,1531.50709,-32.2,1531.50705
2024-06-19T13:53:56.955,1531.50702,-32.4,1531.50709
2024-06-19T13:53:57.181,1531.50695,-32.2,1531.50702
2024-06-19T13:53:57.432,1531.50681,-32.6,1531.50695
2024-06-19T13:53:57.670,1531.50707,-32.5,1531.50682
2024-06-19T13:53:57.928,1531.50654,-32.4,1531.50707
2024-06-19T13:53:59.656,1531.91442,-32.1,0
2024-06-19T13:53:59.914,1531.89950,-31.5,1531.91433
2024-06-19T13:54:00.141,1531.89911,-31.5,1531.89949
2024-06-19T13:54:00.412,1531.89844,-31.4,1531.89912
2024-06-19T13:54:00.649,1531.89815,-31.5,1531.89846
2024-06-19T13:54:00.899,1531.89747,-31.6,1531.89815
2024-06-19T13:54:01.135,1531.89693,-31.4,1531.89746
2024-06-19T13:54:01.375,1531.89654,-31.5,1531.89692
2024-06-19T13:54:01.623,1531.89693,-31.6,1531.89653
2024-06-19T13:54:01.869,1531.89692,-31.7,1531.89691
2024-06-19T13:54:02.101,1531.89689,-31.6,1531.89694
2024-06-19T13:54:02.336,1531.89705,-31.5,1531.89687
2024-06-19T13:54:02.587,1531.89721,-31.6,1531.89704
2024-06-19T13:54:02.814,1531.89691,-31.7,1531.89722
2024-06-19T13:54:03.063,1531.89762,-31.7,1531.89689
2024-06-19T13:54:03.298,1531.89768,-31.8,1531.89763
2024-06-19T13:54:03.554,1531.89787,-31.8,1531.89769
2024-06-19T13:54:03.783,1531.89752,-31.8,1531.89787
2024-06-19T13:54:04.025,1531.89752,-31.7,1531.89751
2024-06-19T13:54:04.265,1531.89789,-31.7,1531.89749
2024-06-19T13:54:04.509,1531.89798,-32.1,1531.89790
2024-06-19T13:54:04.747,1531.89795,-32.0,1531.89799
2024-06-19T13:54:04.988,1531.89812,-32.0,1531.89793
2024-06-19T13:54:05.240,1531.89818,-32.0,1531.89810
2024-06-19T13:54:05.469,1531.89784,-32.1,1531.89820
2024-06-19T13:54:05.719,1531.89837,-32.1,1531.89782
2024-06-19T13:54:05.948,1531.89854,-32.1,1531.89835
2024-06-19T13:54:06.209,1531.89813,-32.2,1531.89856
2024-06-19T13:54:06.437,1531.89770,-32.2,1531.89814
2024-06-19T13:54:06.684,1531.89777,-32.2,1531.89769
2024-06-19T13:54:06.923,1531.89819,-32.2,1531.89776
2024-06-19T13:54:07.182,1531.89866,-32.3,1531.89820
2024-06-19T13:54:07.409,1531.89796,-32.2,1531.89868
2024-06-19T13:54:07.651,1531.89863,-32.4,1531.89795
2024-06-19T13:54:07.897,1531.89858,-32.4,1531.89866
2024-06-19T13:54:10.224,1532.27368,-31.5,0
2024-06-19T13:54:10.466,1532.27552,-31.6,1532.27367
2024-06-19T13:54:10.731,1532.28160,-31.6,1532.27550
2024-06-19T13:54:10.975,1532.28898,-31.5,1532.28161
