Time,Wavelength,Power
2024-06-19T13:24:38.350,1531.89923,-32.5,1531.90665
2024-06-19T13:24:38.602,1531.89836,-32.4,1531.89925
2024-06-19T13:24:38.835,1531.89788,-32.3,1531.89834
2024-06-19T13:24:39.098,1531.89730,-32.3,1531.89789
2024-06-19T13:24:39.339,1531.89660,-32.4,1531.89731
2024-06-19T13:24:39.588,1531.89691,-32.4,1531.89659
2024-06-19T13:24:39.824,1531.89696,-32.4,1531.89689
2024-06-19T13:24:40.080,1531.89721,-32.6,1531.89698
2024-06-19T13:24:40.307,1531.89718,-32.6,1531.89722
2024-06-19T13:24:40.544,1531.89735,-32.6,1531.89717
2024-06-19T13:24:40.791,1531.89748,-32.7,1531.89733
2024-06-19T13:24:41.024,1531.89701,-32.7,1531.89750
2024-06-19T13:24:41.273,1531.89744,-32.6,1531.89699
2024-06-19T13:24:41.505,1531.89775,-32.6,1531.89743
2024-06-19T13:24:41.766,1531.89781,-32.8,1531.89776
2024-06-19T13:24:41.988,1531.89752,-32.7,1531.89782
2024-06-19T13:24:42.237,1531.89809,-32.7,1531.89753
2024-06-19T13:24:42.472,1531.89830,-32.8,1531.89810
2024-06-19T13:24:42.729,1531.89832,-32.9,1531.89831
2024-06-19T13:24:42.954,1531.89804,-32.9,1531.89832
2024-06-19T13:24:43.222,1531.89835,-32.9,1531.89803
2024-06-19T13:24:43.460,1531.89817,-32.8,1531.89835
2024-06-19T13:24:43.710,1531.89789,-32.8,1531.89817
2024-06-19T13:24:43.946,1531.89795,-32.8,1531.89788
2024-06-19T13:24:44.185,1531.89794,-33.1,1531.89793
2024-06-19T13:24:44.426,1531.89821,-32.9,1531.89795
2024-06-19T13:24:44.656,1531.89805,-33.0,1531.89822
2024-06-19T13:24:44.905,1531.89814,-33.1,1531.89804
2024-06-19T13:24:45.131,1531.89848,-33.3,1531.89814
2024-06-19T13:24:45.397,1531.89851,-33.1,1531.89848
2024-06-19T13:24:45.617,1531.89792,-33.1,1531.89851
2024-06-19T13:24:45.867,1531.89782,-33.2,1531.89790
2024-06-19T13:24:48.111,1532.27313,-32.3,1532.27772
2024-06-19T13:24:48.393,1532.27670,-32.4,1532.27312
2024-06-19T13:24:48.623,1532.27965,-32.5,1532.27672
2024-06-19T13:24:48.873,1532.28584,-32.4,1532.27966
2024-06-19T13:24:49.102,1532.29005,-32.4,1532.28584
2024-06-19T13:24:49.366,1532.29183,-32.4,1532.29005
2024-06-19T13:24:49.587,1532.29175,-32.5,1532.29182
2024-06-19T13:24:49.829,1532.29171,-32.5,1532.29174
2024-06-19T13:24:50.070,1532.29173,-32.4,1532.29170
2024-06-19T13:24:50.319,1532.29078,-32.7,1532.29173
2024-06-19T13:24:50.547,1532.29047,-32.5,1532.29078
2024-06-19T13:24:50.789,1532.28978,-32.6,1532.29046
2024-06-19T13:24:51.036,1532.29070,-32.7,1532.28978
2024-06-19T13:24:51.268,1532.29029,-32.5,1532.29070
2024-06-19T13:24:51.516,1532.28958,-32.6,1532.29028
2024-06-19T13:24:51.743,1532.28960,-32.8,1532.28958
2024-06-19T13:24:52.002,1532.28877,-32.6,1532.28960
2024-06-19T13:24:52.227,1532.28842,-32.8,1532.28876
