Timestamp,Instrument Wavelength,Instrument Intensity
2024-06-14T13:39:36.462,1567.13169,-31.9
2024-06-14T13:39:36.653,1567.13145,-31.9
2024-06-14T13:39:36.788,1567.13204,-31.9
2024-06-14T13:39:36.984,1567.13152,-31.9
2024-06-14T13:39:37.119,1567.13188,-31.8
2024-06-14T13:39:37.314,1567.13187,-31.9
2024-06-14T13:39:37.453,1567.13226,-31.9
2024-06-14T13:39:37.649,1567.13219,-34.3
2024-06-14T13:39:37.821,1004.12587,-40.2
2024-06-14T13:39:37.999,1531.17106,-36.1
2024-06-14T13:39:38.130,1530.97149,-39.9
2024-06-14T13:39:38.320,1531.17304,-39.7
2024-06-14T13:39:38.451,1531.17023,-39.1
2024-06-14T13:39:38.647,1530.97492,-39.5
2024-06-14T13:39:38.785,1530.97239,-39.7
2024-06-14T13:39:38.981,1530.10977,-39.8
2024-06-14T13:39:39.119,1530.98036,-39.7
2024-06-14T13:39:39.317,1530.97812,-39.3
2024-06-14T13:39:39.449,1530.10097,-39.0
2024-06-14T13:39:39.658,1531.25750,-37.6
2024-06-14T13:39:39.787,1527.58609,-36.7
2024-06-14T13:39:39.979,1527.58654,-36.0
2024-06-14T13:39:40.112,1527.58844,-36.0
2024-06-14T13:39:40.306,1527.59218,-36.3
2024-06-14T13:39:40.442,1527.59496,-36.3
2024-06-14T13:39:40.636,1527.59856,-36.4
2024-06-14T13:39:40.775,1527.60154,-36.3
2024-06-14T13:39:40.970,1527.60690,-36.1
2024-06-14T13:39:41.106,1527.60755,-36.1
2024-06-14T13:39:41.311,1527.60724,-36.1
2024-06-14T13:39:41.442,1527.60719,-36.2
2024-06-14T13:39:41.634,1527.60728,-36.3
2024-06-14T13:39:41.772,1527.60748,-36.1
2024-06-14T13:39:41.968,1527.60712,-36.3
2024-06-14T13:39:42.103,1527.60716,-36.3
2024-06-14T13:39:42.296,1527.60669,-36.3
2024-06-14T13:39:42.433,1527.60661,-36.4
2024-06-14T13:39:42.629,1527.60601,-36.4
2024-06-14T13:39:42.767,1527.60616,-36.4
2024-06-14T13:39:42.963,1527.60599,-36.4
2024-06-14T13:39:43.099,1527.60580,-36.4
2024-06-14T13:39:43.294,1527.60549,-36.2
2024-06-14T13:39:43.431,1527.60529,-36.5
2024-06-14T13:39:43.626,1527.60511,-36.4
2024-06-14T13:39:43.764,1527.60529,-36.5
2024-06-14T13:39:43.961,1527.60456,-36.4
2024-06-14T13:39:44.097,1527.60460,-36.3
2024-06-14T13:39:44.291,1527.60420,-36.4
2024-06-14T13:39:44.428,1527.60438,-36.5
2024-06-14T13:39:44.624,1527.60396,-36.5
2024-06-14T13:39:44.762,1527.60401,-36.6
2024-06-14T13:39:44.957,1527.60382,-36.4
2024-06-14T13:39:45.092,1527.60436,-36.6
2024-06-14T13:39:45.289,1527.60419,-36.5
2024-06-14T13:39:45.424,1527.60461,-36.6
2024-06-14T13:39:45.620,1527.60430,-36.6
2024-06-14T13:39:45.758,1527.60505,-36.6
2024-06-14T13:39:45.953,1527.60466,-36.6
2024-06-14T13:39:46.088,1527.60511,-36.6
2024-06-14T13:39:46.284,1527.60521,-36.8
2024-06-14T13:39:46.421,1527.60495,-36.4
2024-06-14T13:39:46.616,1527.60483,-36.6
2024-06-14T13:39:46.754,1527.60494,-36.9
2024-06-14T13:39:46.950,1527.60527,-36.5
2024-06-14T13:39:47.087,1527.60522,-36.5
2024-06-14T13:39:47.282,1527.60482,-36.7
